Time,[s],,Analyzer,Name,,Decoded,Protocol,Result
1.2419405,I2C,C,(0x43),+,ACK,,,
1.24219275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.242409,I2C,'255',(0xFF),+,ACK,,,
1.24262525,I2C,e,(0x65),+,ACK,,,
1.2428415,I2C,'254',(0xFE),+,ACK,,,
1.24305775,I2C,'234',(0xEA),+,ACK,,,
1.243274,I2C,'255',(0xFF),+,ACK,,,
1.24349025,I2C,T,(0x54),+,NAK,,,
1.24386875,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.244085,I2C,C,(0x43),+,ACK,,,
1.24433725,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.2445535,I2C,'255',(0xFF),+,ACK,,,
1.24476975,I2C,e,(0x65),+,ACK,,,
1.244986,I2C,'254',(0xFE),+,ACK,,,
1.24520225,I2C,'248',(0xF8),+,ACK,,,
1.24541825,I2C,'255',(0xFF),+,ACK,,,
1.24563475,I2C,\,(0x5C),+,NAK,,,
1.246013,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.2462295,I2C,C,(0x43),+,ACK,,,
1.24648175,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.246698,I2C,'255',(0xFF),+,ACK,,,
1.24691425,I2C,m,(0x6D),+,ACK,,,
1.2471305,I2C,'254',(0xFE),+,ACK,,,
1.24734675,I2C,'224',(0xE0),+,ACK,,,
1.247563,I2C,'255',(0xFF),+,ACK,,,
1.24777925,I2C,Y,(0x59),+,NAK,,,
1.24815775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.248374,I2C,C,(0x43),+,ACK,,,
1.24862625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.2488425,I2C,'255',(0xFF),+,ACK,,,
1.24905875,I2C,T,(0x54),+,ACK,,,
1.249275,I2C,'254',(0xFE),+,ACK,,,
1.24949125,I2C,'226',(0xE2),+,ACK,,,
1.24970775,I2C,'255',(0xFF),+,ACK,,,
1.249924,I2C,h,(0x68),+,NAK,,,
1.2503025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.25051875,I2C,C,(0x43),+,ACK,,,
1.250771,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.2509875,I2C,'255',(0xFF),+,ACK,,,
1.25120375,I2C,w,(0x77),+,ACK,,,
1.25141975,I2C,'254',(0xFE),+,ACK,,,
1.25163625,I2C,'231',(0xE7),+,ACK,,,
1.2518525,I2C,'255',(0xFF),+,ACK,,,
1.25206875,I2C,b,(0x62),+,NAK,,,
1.252447,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.25266325,I2C,C,(0x43),+,ACK,,,
1.2529155,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.253132,I2C,'255',(0xFF),+,ACK,,,
1.25334825,I2C,a,(0x61),+,ACK,,,
1.2535645,I2C,'254',(0xFE),+,ACK,,,
1.2537805,I2C,'240',(0xF0),+,ACK,,,
1.253997,I2C,'255',(0xFF),+,ACK,,,
1.25421325,I2C,c,(0x63),+,NAK,,,
1.2545915,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.25480775,I2C,C,(0x43),+,ACK,,,
1.25506025,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.25527625,I2C,'255',(0xFF),+,ACK,,,
1.25549275,I2C,w,(0x77),+,ACK,,,
1.255709,I2C,'254',(0xFE),+,ACK,,,
1.25592525,I2C,'219',(0xDB),+,ACK,,,
1.2561415,I2C,'255',(0xFF),+,ACK,,,
1.25635775,I2C,X,(0x58),+,NAK,,,
1.25673625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.2569525,I2C,C,(0x43),+,ACK,,,
1.25720475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.257421,I2C,'255',(0xFF),+,ACK,,,
1.25763725,I2C,'129',(0x81),+,ACK,,,
1.2578535,I2C,'254',(0xFE),+,ACK,,,
1.25807,I2C,'248',(0xF8),+,ACK,,,
1.258286,I2C,'255',(0xFF),+,ACK,,,
1.25850225,I2C,i,(0x69),+,NAK,,,
1.25888075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.25909725,I2C,C,(0x43),+,ACK,,,
1.2593495,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.25956575,I2C,'255',(0xFF),+,ACK,,,
1.259782,I2C,'128',(0x80),+,ACK,,,
1.25999825,I2C,'254',(0xFE),+,ACK,,,
1.2602145,I2C,'240',(0xF0),+,ACK,,,
1.26043075,I2C,'255',(0xFF),+,ACK,,,
1.260647,I2C,c,(0x63),+,NAK,,,
1.2610255,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.26124175,I2C,C,(0x43),+,ACK,,,
1.26149425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.2617105,I2C,'255',(0xFF),+,ACK,,,
1.2619265,I2C,y,(0x79),+,ACK,,,
1.26214275,I2C,'254',(0xFE),+,ACK,,,
1.26235925,I2C,'212',(0xD4),+,ACK,,,
1.2625755,I2C,'255',(0xFF),+,ACK,,,
1.26279175,I2C,~,(0x7E),+,NAK,,,
1.26317025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.26338675,I2C,C,(0x43),+,ACK,,,
1.263639,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.26385525,I2C,'255',(0xFF),+,ACK,,,
1.2640715,I2C,'128',(0x80),+,ACK,,,
1.264288,I2C,'255',(0xFF),+,ACK,,,
1.26450425,I2C,'6',(0x06),+,ACK,,,
1.2647205,I2C,'255',(0xFF),+,ACK,,,
1.26493675,I2C,f,(0x66),+,NAK,,,
1.26531525,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.26553175,I2C,C,(0x43),+,ACK,,,
1.265784,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.2660005,I2C,'255',(0xFF),+,ACK,,,
1.26621675,I2C,j,(0x6A),+,ACK,,,
1.266433,I2C,'254',(0xFE),+,ACK,,,
1.26664925,I2C,'218',(0xDA),+,ACK,,,
1.2668655,I2C,'255',(0xFF),+,ACK,,,
1.26708175,I2C,l,(0x6C),+,NAK,,,
1.26746,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.26767625,I2C,C,(0x43),+,ACK,,,
1.26792875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.268145,I2C,'255',(0xFF),+,ACK,,,
1.26836125,I2C,y,(0x79),+,ACK,,,
1.2685775,I2C,'254',(0xFE),+,ACK,,,
1.26879375,I2C,'219',(0xDB),+,ACK,,,
1.26901,I2C,'255',(0xFF),+,ACK,,,
1.26922625,I2C,h,(0x68),+,NAK,,,
1.269605,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.26982125,I2C,C,(0x43),+,ACK,,,
1.27007375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.27029,I2C,'255',(0xFF),+,ACK,,,
1.27050625,I2C,'129',(0x81),+,ACK,,,
1.2707225,I2C,'254',(0xFE),+,ACK,,,
1.27093875,I2C,'217',(0xD9),+,ACK,,,
1.271155,I2C,'255',(0xFF),+,ACK,,,
1.27137125,I2C,W,(0x57),+,NAK,,,
1.27174975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.271966,I2C,C,(0x43),+,ACK,,,
1.27221825,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.2724345,I2C,'255',(0xFF),+,ACK,,,
1.272651,I2C,m,(0x6D),+,ACK,,,
1.27286725,I2C,'254',(0xFE),+,ACK,,,
1.2730835,I2C,'234',(0xEA),+,ACK,,,
1.27329975,I2C,'255',(0xFF),+,ACK,,,
1.273516,I2C,u,(0x75),+,NAK,,,
1.2738945,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.27411075,I2C,C,(0x43),+,ACK,,,
1.274363,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.27457925,I2C,'255',(0xFF),+,ACK,,,
1.27479575,I2C,n,(0x6E),+,ACK,,,
1.275012,I2C,'254',(0xFE),+,ACK,,,
1.27522825,I2C,'252',(0xFC),+,ACK,,,
1.2754445,I2C,'255',(0xFF),+,ACK,,,
1.27566075,I2C,n,(0x6E),+,NAK,,,
1.27603925,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.2762555,I2C,C,(0x43),+,ACK,,,
1.276508,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.27672425,I2C,'255',(0xFF),+,ACK,,,
1.2769405,I2C,a,(0x61),+,ACK,,,
1.277157,I2C,'254',(0xFE),+,ACK,,,
1.27737325,I2C,'251',(0xFB),+,ACK,,,
1.27758925,I2C,'255',(0xFF),+,ACK,,,
1.27780575,I2C,m,(0x6D),+,NAK,,,
1.27818425,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.2784005,I2C,C,(0x43),+,ACK,,,
1.27865275,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.278869,I2C,'255',(0xFF),+,ACK,,,
1.2790855,I2C,f,(0x66),+,ACK,,,
1.27930175,I2C,'254',(0xFE),+,ACK,,,
1.279518,I2C,'220',(0xDC),+,ACK,,,
1.27973425,I2C,'255',(0xFF),+,ACK,,,
1.2799505,I2C,d,(0x64),+,NAK,,,
1.280329,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.28054525,I2C,C,(0x43),+,ACK,,,
1.2807975,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.281014,I2C,'255',(0xFF),+,ACK,,,
1.28123025,I2C,V,(0x56),+,ACK,,,
1.2814465,I2C,'254',(0xFE),+,ACK,,,
1.28166275,I2C,'199',(0xC7),+,ACK,,,
1.281879,I2C,'255',(0xFF),+,ACK,,,
1.2820955,I2C,f,(0x66),+,NAK,,,
1.282474,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.28269025,I2C,C,(0x43),+,ACK,,,
1.2829425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.28315875,I2C,'255',(0xFF),+,ACK,,,
1.283375,I2C,e,(0x65),+,ACK,,,
1.28359125,I2C,'254',(0xFE),+,ACK,,,
1.2838075,I2C,'233',(0xE9),+,ACK,,,
1.28402375,I2C,'255',(0xFF),+,ACK,,,
1.28424,I2C,e,(0x65),+,NAK,,,
1.2846185,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.28483475,I2C,C,(0x43),+,ACK,,,
1.285087,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.28530325,I2C,'255',(0xFF),+,ACK,,,
1.2855195,I2C,i,(0x69),+,ACK,,,
1.28573575,I2C,'255',(0xFF),+,ACK,,,
1.285952,I2C,'8',(0x08),+,ACK,,,
1.28616825,I2C,'255',(0xFF),+,ACK,,,
1.2863845,I2C,b,(0x62),+,NAK,,,
1.28676275,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.286979,I2C,C,(0x43),+,ACK,,,
1.2872315,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.28744775,I2C,'255',(0xFF),+,ACK,,,
1.287664,I2C,'131',(0x83),+,ACK,,,
1.28788025,I2C,'254',(0xFE),+,ACK,,,
1.2880965,I2C,'218',(0xDA),+,ACK,,,
1.288313,I2C,'255',(0xFF),+,ACK,,,
1.28852925,I2C,p,(0x70),+,NAK,,,
1.288908,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.28912425,I2C,C,(0x43),+,ACK,,,
1.2893765,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.28959275,I2C,'255',(0xFF),+,ACK,,,
1.289809,I2C,t,(0x74),+,ACK,,,
1.29002525,I2C,'254',(0xFE),+,ACK,,,
1.29024175,I2C,'224',(0xE0),+,ACK,,,
1.290458,I2C,'255',(0xFF),+,ACK,,,
1.290674,I2C,h,(0x68),+,NAK,,,
1.29105275,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.291269,I2C,C,(0x43),+,ACK,,,
1.29152125,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.2917375,I2C,'255',(0xFF),+,ACK,,,
1.29195375,I2C,W,(0x57),+,ACK,,,
1.29217,I2C,'254',(0xFE),+,ACK,,,
1.29238625,I2C,'224',(0xE0),+,ACK,,,
1.2926025,I2C,'255',(0xFF),+,ACK,,,
1.29281875,I2C,c,(0x63),+,NAK,,,
1.29319725,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.29341375,I2C,C,(0x43),+,ACK,,,
1.293666,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.29388225,I2C,'255',(0xFF),+,ACK,,,
1.29409875,I2C,g,(0x67),+,ACK,,,
1.29431475,I2C,'254',(0xFE),+,ACK,,,
1.29453125,I2C,'215',(0xD7),+,ACK,,,
1.2947475,I2C,'255',(0xFF),+,ACK,,,
1.2949635,I2C,d,(0x64),+,NAK,,,
1.295342,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.2955585,I2C,C,(0x43),+,ACK,,,
1.29581075,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.296027,I2C,'255',(0xFF),+,ACK,,,
1.29624325,I2C,},(0x7D),+,ACK,,,
1.2964595,I2C,'254',(0xFE),+,ACK,,,
1.29667575,I2C,'220',(0xDC),+,ACK,,,
1.296892,I2C,'255',(0xFF),+,ACK,,,
1.29710825,I2C,d,(0x64),+,NAK,,,
1.29748675,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.297703,I2C,C,(0x43),+,ACK,,,
1.2979555,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.29817175,I2C,'255',(0xFF),+,ACK,,,
1.298388,I2C,'131',(0x83),+,ACK,,,
1.29860425,I2C,'255',(0xFF),+,ACK,,,
1.2988205,I2C,'20',(0x14),+,ACK,,,
1.29903675,I2C,'255',(0xFF),+,ACK,,,
1.29925325,I2C,l,(0x6C),+,NAK,,,
1.29963175,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.299848,I2C,C,(0x43),+,ACK,,,
1.30010025,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.30031675,I2C,'255',(0xFF),+,ACK,,,
1.300533,I2C,'138',(0x8A),+,ACK,,,
1.30074925,I2C,'254',(0xFE),+,ACK,,,
1.3009655,I2C,'227',(0xE3),+,ACK,,,
1.30118175,I2C,'255',(0xFF),+,ACK,,,
1.301398,I2C,i,(0x69),+,NAK,,,
1.3017765,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.30199275,I2C,C,(0x43),+,ACK,,,
1.30224525,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.3024615,I2C,'255',(0xFF),+,ACK,,,
1.30267775,I2C,e,(0x65),+,ACK,,,
1.30289425,I2C,'254',(0xFE),+,ACK,,,
1.3031105,I2C,'224',(0xE0),+,ACK,,,
1.30332675,I2C,'255',(0xFF),+,ACK,,,
1.303543,I2C,`,(0x60),+,NAK,,,
1.3039215,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.30413775,I2C,C,(0x43),+,ACK,,,
1.30439,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.30460625,I2C,'255',(0xFF),+,ACK,,,
1.3048225,I2C,'146',(0x92),+,ACK,,,
1.30503875,I2C,'254',(0xFE),+,ACK,,,
1.305255,I2C,'232',(0xE8),+,ACK,,,
1.30547125,I2C,'255',(0xFF),+,ACK,,,
1.3056875,I2C,b,(0x62),+,NAK,,,
1.30606625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3062825,I2C,C,(0x43),+,ACK,,,
1.30653475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.306751,I2C,'255',(0xFF),+,ACK,,,
1.30696725,I2C,'138',(0x8A),+,ACK,,,
1.3071835,I2C,'254',(0xFE),+,ACK,,,
1.30739975,I2C,'212',(0xD4),+,ACK,,,
1.307616,I2C,'255',(0xFF),+,ACK,,,
1.30783225,I2C,g,(0x67),+,NAK,,,
1.30821075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.308427,I2C,C,(0x43),+,ACK,,,
1.3086795,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.30889575,I2C,'255',(0xFF),+,ACK,,,
1.309112,I2C,},(0x7D),+,ACK,,,
1.3093285,I2C,'255',(0xFF),+,ACK,,,
1.30954475,I2C,'4',(0x04),+,ACK,,,
1.309761,I2C,'255',(0xFF),+,ACK,,,
1.3099775,I2C,b,(0x62),+,NAK,,,
1.310356,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.31057225,I2C,C,(0x43),+,ACK,,,
1.3108245,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.311041,I2C,'255',(0xFF),+,ACK,,,
1.31125725,I2C,h,(0x68),+,ACK,,,
1.3114735,I2C,'254',(0xFE),+,ACK,,,
1.31168975,I2C,'233',(0xE9),+,ACK,,,
1.311906,I2C,'255',(0xFF),+,ACK,,,
1.31212225,I2C,K,(0x4B),+,NAK,,,
1.31250075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.31271725,I2C,C,(0x43),+,ACK,,,
1.3129695,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.31318575,I2C,'255',(0xFF),+,ACK,,,
1.313402,I2C,'142',(0x8E),+,ACK,,,
1.31361825,I2C,'254',(0xFE),+,ACK,,,
1.3138345,I2C,'238',(0xEE),+,ACK,,,
1.314051,I2C,'255',(0xFF),+,ACK,,,
1.31426725,I2C,V,(0x56),+,NAK,,,
1.31464575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.314862,I2C,C,(0x43),+,ACK,,,
1.3151145,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.31533075,I2C,'255',(0xFF),+,ACK,,,
1.315547,I2C,m,(0x6D),+,ACK,,,
1.31576325,I2C,'254',(0xFE),+,ACK,,,
1.3159795,I2C,'219',(0xDB),+,ACK,,,
1.316196,I2C,'255',(0xFF),+,ACK,,,
1.31641225,I2C,n,(0x6E),+,NAK,,,
1.3167905,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.31700675,I2C,C,(0x43),+,ACK,,,
1.31725925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.3174755,I2C,'255',(0xFF),+,ACK,,,
1.31769175,I2C,'135',(0x87),+,ACK,,,
1.31790825,I2C,'254',(0xFE),+,ACK,,,
1.3181245,I2C,'208',(0xD0),+,ACK,,,
1.318341,I2C,'255',(0xFF),+,ACK,,,
1.31855725,I2C,q,(0x71),+,NAK,,,
1.31893575,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.319152,I2C,C,(0x43),+,ACK,,,
1.31940425,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.31962075,I2C,'255',(0xFF),+,ACK,,,
1.319837,I2C,z,(0x7A),+,ACK,,,
1.3200535,I2C,'254',(0xFE),+,ACK,,,
1.32026975,I2C,'215',(0xD7),+,ACK,,,
1.320486,I2C,'255',(0xFF),+,ACK,,,
1.3207025,I2C,c,(0x63),+,NAK,,,
1.321081,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.321297,I2C,C,(0x43),+,ACK,,,
1.3215495,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.32176575,I2C,'255',(0xFF),+,ACK,,,
1.321982,I2C,f,(0x66),+,ACK,,,
1.32219825,I2C,'254',(0xFE),+,ACK,,,
1.3224145,I2C,'233',(0xE9),+,ACK,,,
1.32263075,I2C,'255',(0xFF),+,ACK,,,
1.322847,I2C,X,(0x58),+,NAK,,,
1.3232255,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.32344175,I2C,C,(0x43),+,ACK,,,
1.323694,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.32391025,I2C,'255',(0xFF),+,ACK,,,
1.3241265,I2C,'131',(0x83),+,ACK,,,
1.32434275,I2C,'254',(0xFE),+,ACK,,,
1.324559,I2C,'227',(0xE3),+,ACK,,,
1.32477525,I2C,'255',(0xFF),+,ACK,,,
1.3249915,I2C,X,(0x58),+,NAK,,,
1.32537,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.32558625,I2C,C,(0x43),+,ACK,,,
1.32583875,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.326055,I2C,'255',(0xFF),+,ACK,,,
1.32627125,I2C,`,(0x60),+,ACK,,,
1.3264875,I2C,'254',(0xFE),+,ACK,,,
1.32670375,I2C,'210',(0xD2),+,ACK,,,
1.32692,I2C,'255',(0xFF),+,ACK,,,
1.32713625,I2C,o,(0x6F),+,NAK,,,
1.32751475,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.327731,I2C,C,(0x43),+,ACK,,,
1.32798325,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.3281995,I2C,'255',(0xFF),+,ACK,,,
1.32841575,I2C,'150',(0x96),+,ACK,,,
1.328632,I2C,'254',(0xFE),+,ACK,,,
1.3288485,I2C,'232',(0xE8),+,ACK,,,
1.32906475,I2C,'255',(0xFF),+,ACK,,,
1.329281,I2C,P,(0x50),+,NAK,,,
1.32965925,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.32987575,I2C,C,(0x43),+,ACK,,,
1.330128,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.33034425,I2C,'255',(0xFF),+,ACK,,,
1.3305605,I2C,w,(0x77),+,ACK,,,
1.33077675,I2C,'254',(0xFE),+,ACK,,,
1.330993,I2C,'233',(0xE9),+,ACK,,,
1.33120925,I2C,'255',(0xFF),+,ACK,,,
1.3314255,I2C,e,(0x65),+,NAK,,,
1.33180375,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.33202025,I2C,C,(0x43),+,ACK,,,
1.3322725,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.33248875,I2C,'255',(0xFF),+,ACK,,,
1.33270475,I2C,c,(0x63),+,ACK,,,
1.33292125,I2C,'254',(0xFE),+,ACK,,,
1.33313725,I2C,'236',(0xEC),+,ACK,,,
1.3333535,I2C,'255',(0xFF),+,ACK,,,
1.33356975,I2C,c,(0x63),+,NAK,,,
1.33394825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.33416475,I2C,C,(0x43),+,ACK,,,
1.334417,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.33463325,I2C,'255',(0xFF),+,ACK,,,
1.3348495,I2C,'148',(0x94),+,ACK,,,
1.33506575,I2C,'254',(0xFE),+,ACK,,,
1.335282,I2C,'253',(0xFD),+,ACK,,,
1.33549825,I2C,'255',(0xFF),+,ACK,,,
1.3357145,I2C,b,(0x62),+,NAK,,,
1.336093,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.33630925,I2C,C,(0x43),+,ACK,,,
1.3365615,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.33677775,I2C,'255',(0xFF),+,ACK,,,
1.336994,I2C,p,(0x70),+,ACK,,,
1.3372105,I2C,'254',(0xFE),+,ACK,,,
1.33742675,I2C,'215',(0xD7),+,ACK,,,
1.337643,I2C,'255',(0xFF),+,ACK,,,
1.33785925,I2C,m,(0x6D),+,NAK,,,
1.33823775,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.338454,I2C,C,(0x43),+,ACK,,,
1.33870625,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.3389225,I2C,'255',(0xFF),+,ACK,,,
1.33913875,I2C,n,(0x6E),+,ACK,,,
1.339355,I2C,'254',(0xFE),+,ACK,,,
1.33957125,I2C,'211',(0xD3),+,ACK,,,
1.3397875,I2C,'255',(0xFF),+,ACK,,,
1.34000375,I2C,[,(0x5B),+,NAK,,,
1.3403825,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.34059875,I2C,C,(0x43),+,ACK,,,
1.340851,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.34106725,I2C,'255',(0xFF),+,ACK,,,
1.3412835,I2C,d,(0x64),+,ACK,,,
1.34149975,I2C,'254',(0xFE),+,ACK,,,
1.341716,I2C,'226',(0xE2),+,ACK,,,
1.34193225,I2C,'255',(0xFF),+,ACK,,,
1.34214875,I2C,s,(0x73),+,NAK,,,
1.342527,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.34274325,I2C,C,(0x43),+,ACK,,,
1.34299575,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.343212,I2C,'255',(0xFF),+,ACK,,,
1.34342825,I2C,v,(0x76),+,ACK,,,
1.3436445,I2C,'254',(0xFE),+,ACK,,,
1.34386075,I2C,'228',(0xE4),+,ACK,,,
1.344077,I2C,'255',(0xFF),+,ACK,,,
1.34429325,I2C,X,(0x58),+,NAK,,,
1.34467175,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.344888,I2C,C,(0x43),+,ACK,,,
1.34514025,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.3453565,I2C,'255',(0xFF),+,ACK,,,
1.34557275,I2C,l,(0x6C),+,ACK,,,
1.345789,I2C,'254',(0xFE),+,ACK,,,
1.34600525,I2C,'250',(0xFA),+,ACK,,,
1.3462215,I2C,'255',(0xFF),+,ACK,,,
1.34643775,I2C,b,(0x62),+,NAK,,,
1.34681625,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3470325,I2C,C,(0x43),+,ACK,,,
1.34728475,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.347501,I2C,'255',(0xFF),+,ACK,,,
1.34771725,I2C,r,(0x72),+,ACK,,,
1.3479335,I2C,'255',(0xFF),+,ACK,,,
1.34814975,I2C,'0',(0x00),+,ACK,,,
1.348366,I2C,'255',(0xFF),+,ACK,,,
1.34858225,I2C,_,(0x5F),+,NAK,,,
1.34896075,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.349177,I2C,C,(0x43),+,ACK,,,
1.34942925,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.34964575,I2C,'255',(0xFF),+,ACK,,,
1.349862,I2C,|,(0x7C),+,ACK,,,
1.35007825,I2C,'254',(0xFE),+,ACK,,,
1.3502945,I2C,'219',(0xDB),+,ACK,,,
1.35051075,I2C,'255',(0xFF),+,ACK,,,
1.350727,I2C,^,(0x5E),+,NAK,,,
1.3511055,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.35132175,I2C,C,(0x43),+,ACK,,,
1.351574,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.35179025,I2C,'255',(0xFF),+,ACK,,,
1.3520065,I2C,v,(0x76),+,ACK,,,
1.35222275,I2C,'254',(0xFE),+,ACK,,,
1.352439,I2C,'249',(0xF9),+,ACK,,,
1.3526555,I2C,'255',(0xFF),+,ACK,,,
1.35287175,I2C,x,(0x78),+,NAK,,,
1.35325025,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3534665,I2C,C,(0x43),+,ACK,,,
1.353719,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.35393525,I2C,'255',(0xFF),+,ACK,,,
1.35415175,I2C,'144',(0x90),+,ACK,,,
1.354368,I2C,'254',(0xFE),+,ACK,,,
1.35458425,I2C,'210',(0xD2),+,ACK,,,
1.3548005,I2C,'255',(0xFF),+,ACK,,,
1.35501675,I2C,b,(0x62),+,NAK,,,
1.35539525,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
1.3556115,I2C,C,(0x43),+,ACK,,,
1.35586375,I2C,Setup,Read,to,['209',(0xD1)],+,ACK
1.35608025,I2C,'255',(0xFF),+,ACK,,,
1.3562965,I2C,b,(0x62),+,ACK,,,
1.35651275,I2C,'254',(0xFE),+,ACK,,,
1.356729,I2C,'231',(0xE7),+,ACK,,,
1.35694525,I2C,'255',(0xFF),+,ACK,,,
1.3571615,I2C,V,(0x56),+,NAK,,,
1.35753975,I2C,Setup,Write,to,['208',(0xD0)],+,ACK
